xmin,ymin,xmax,ymax,name,file,width,height,class,Xcent,Ycent,boxW,boxH
188,60,267,139,with_mask,maksssksksss573,510,287,0,0.44607843137254904,0.34668989547038326,0.15490196078431373,0.27526132404181186
270,53,308,125,with_mask,maksssksksss573,510,287,0,0.5666666666666667,0.31010452961672474,0.07450980392156863,0.2508710801393728
85,117,158,189,with_mask,maksssksksss573,510,287,0,0.23823529411764705,0.5331010452961672,0.14313725490196078,0.2508710801393728
16,140,81,183,with_mask,maksssksksss573,510,287,0,0.09509803921568627,0.5627177700348432,0.12745098039215685,0.14982578397212543
41,57,57,74,with_mask,maksssksksss728,400,266,0,0.1225,0.2462406015037594,0.04,0.06390977443609022
104,45,120,63,with_mask,maksssksksss728,400,266,0,0.28,0.20300751879699247,0.04,0.06766917293233082
188,60,202,73,with_mask,maksssksksss728,400,266,0,0.4875,0.25,0.035,0.04887218045112782
263,84,278,102,with_mask,maksssksksss728,400,266,0,0.67625,0.34962406015037595,0.0375,0.06766917293233082
349,71,363,86,mask_weared_incorrect,maksssksksss728,400,266,1,0.89,0.2951127819548872,0.035,0.05639097744360902
381,82,395,100,with_mask,maksssksksss728,400,266,0,0.97,0.34210526315789475,0.035,0.06766917293233082
297,174,337,215,with_mask,maksssksksss695,400,267,0,0.7925,0.7284644194756554,0.1,0.15355805243445692
319,125,350,156,without_mask,maksssksksss695,400,267,2,0.83625,0.5262172284644194,0.0775,0.11610486891385768
164,134,195,165,without_mask,maksssksksss695,400,267,2,0.44875,0.5599250936329588,0.0775,0.11610486891385768
189,167,230,206,with_mask,maksssksksss695,400,267,0,0.52375,0.6985018726591761,0.1025,0.14606741573033707
372,135,396,158,with_mask,maksssksksss695,400,267,0,0.96,0.548689138576779,0.06,0.08614232209737828
59,148,92,189,with_mask,maksssksksss695,400,267,0,0.18875,0.6310861423220974,0.0825,0.15355805243445692
20,124,42,148,with_mask,maksssksksss695,400,267,0,0.0775,0.5093632958801498,0.055,0.0898876404494382
98,143,116,170,with_mask,maksssksksss695,400,267,0,0.2675,0.5861423220973783,0.045,0.10112359550561797
131,132,152,153,with_mask,maksssksksss695,400,267,0,0.35375,0.5337078651685393,0.0525,0.07865168539325842
146,117,169,146,with_mask,maksssksksss695,400,267,0,0.39375,0.49250936329588013,0.0575,0.10861423220973783
196,118,220,143,with_mask,maksssksksss695,400,267,0,0.52,0.4887640449438202,0.06,0.09363295880149813
220,121,236,140,with_mask,maksssksksss695,400,267,0,0.57,0.4887640449438202,0.04,0.07116104868913857
240,98,252,113,with_mask,maksssksksss695,400,267,0,0.615,0.3951310861423221,0.03,0.056179775280898875
283,89,300,103,with_mask,maksssksksss695,400,267,0,0.72875,0.3595505617977528,0.0425,0.052434456928838954
112,122,128,142,without_mask,maksssksksss695,400,267,2,0.3,0.4943820224719101,0.04,0.0749063670411985
42,103,56,118,with_mask,maksssksksss695,400,267,0,0.1225,0.41385767790262173,0.035,0.056179775280898875
141,95,159,113,with_mask,maksssksksss695,400,267,0,0.375,0.3895131086142322,0.045,0.06741573033707865
183,84,196,98,without_mask,maksssksksss695,400,267,2,0.47375,0.3408239700374532,0.0325,0.052434456928838954
204,80,210,90,with_mask,maksssksksss695,400,267,0,0.5175,0.31835205992509363,0.015,0.03745318352059925
254,79,261,88,with_mask,maksssksksss695,400,267,0,0.64375,0.31273408239700373,0.0175,0.033707865168539325
166,85,175,95,with_mask,maksssksksss695,400,267,0,0.42625,0.33707865168539325,0.0225,0.03745318352059925
98,76,106,84,with_mask,maksssksksss695,400,267,0,0.255,0.299625468164794,0.02,0.0299625468164794
268,93,282,106,with_mask,maksssksksss695,400,267,0,0.6875,0.37265917602996257,0.035,0.04868913857677903
226,107,238,122,with_mask,maksssksksss695,400,267,0,0.58,0.4288389513108614,0.03,0.056179775280898875
362,79,371,90,with_mask,maksssksksss695,400,267,0,0.91625,0.31647940074906367,0.0225,0.04119850187265917
380,76,389,88,with_mask,maksssksksss695,400,267,0,0.96125,0.30711610486891383,0.0225,0.0449438202247191
310,89,317,98,with_mask,maksssksksss695,400,267,0,0.78375,0.350187265917603,0.0175,0.033707865168539325
372,76,380,86,with_mask,maksssksksss695,400,267,0,0.94,0.30337078651685395,0.02,0.03745318352059925
177,58,208,91,with_mask,maksssksksss325,400,267,0,0.48125,0.27902621722846443,0.0775,0.12359550561797752
26,113,44,130,with_mask,maksssksksss325,400,267,0,0.0875,0.4550561797752809,0.045,0.06367041198501873
57,130,72,143,with_mask,maksssksksss325,400,267,0,0.16125,0.5112359550561798,0.0375,0.04868913857677903
117,133,129,147,with_mask,maksssksksss325,400,267,0,0.3075,0.5243445692883895,0.03,0.052434456928838954
89,138,98,150,with_mask,maksssksksss325,400,267,0,0.23375,0.5393258426966292,0.0225,0.0449438202247191
102,147,112,158,with_mask,maksssksksss325,400,267,0,0.2675,0.5711610486891385,0.025,0.04119850187265917
250,138,261,150,with_mask,maksssksksss325,400,267,0,0.63875,0.5393258426966292,0.0275,0.0449438202247191
246,172,254,182,without_mask,maksssksksss325,400,267,2,0.625,0.6629213483146067,0.02,0.03745318352059925
302,101,317,121,with_mask,maksssksksss325,400,267,0,0.77375,0.4157303370786517,0.0375,0.0749063670411985
333,108,347,127,with_mask,maksssksksss325,400,267,0,0.85,0.4400749063670412,0.035,0.07116104868913857
359,66,383,99,with_mask,maksssksksss325,400,267,0,0.9275,0.3089887640449438,0.06,0.12359550561797752
95,111,111,128,with_mask,maksssksksss555,400,225,0,0.2575,0.5311111111111111,0.04,0.07555555555555556
162,95,179,115,with_mask,maksssksksss555,400,225,0,0.42625,0.4666666666666667,0.0425,0.08888888888888889
256,98,270,114,with_mask,maksssksksss555,400,225,0,0.6575,0.4711111111111111,0.035,0.07111111111111111
310,108,327,130,with_mask,maksssksksss555,400,225,0,0.79625,0.5288888888888889,0.0425,0.09777777777777778
295,75,334,115,with_mask,maksssksksss278,400,300,0,0.78625,0.31666666666666665,0.0975,0.13333333333333333
198,91,223,116,with_mask,maksssksksss278,400,300,0,0.52625,0.345,0.0625,0.08333333333333333
225,65,248,90,with_mask,maksssksksss278,400,300,0,0.59125,0.25833333333333336,0.0575,0.08333333333333333
119,85,149,115,with_mask,maksssksksss278,400,300,0,0.335,0.3333333333333333,0.075,0.1
83,81,112,113,with_mask,maksssksksss744,400,225,0,0.24375,0.4311111111111111,0.0725,0.14222222222222222
133,73,139,81,with_mask,maksssksksss744,400,225,0,0.34,0.3422222222222222,0.015,0.035555555555555556
112,214,183,319,without_mask,maksssksksss404,301,400,2,0.4900332225913621,0.66625,0.23588039867109634,0.2625
74,205,180,330,with_mask,maksssksksss266,301,400,0,0.4219269102990033,0.66875,0.3521594684385382,0.3125
28,53,54,81,without_mask,maksssksksss342,400,258,2,0.1025,0.2596899224806202,0.065,0.10852713178294573
86,46,103,64,with_mask,maksssksksss342,400,258,0,0.23625,0.2131782945736434,0.0425,0.06976744186046512
103,49,116,62,with_mask,maksssksksss342,400,258,0,0.27375,0.21511627906976744,0.0325,0.050387596899224806
130,42,144,58,with_mask,maksssksksss342,400,258,0,0.3425,0.1937984496124031,0.035,0.06201550387596899
72,93,99,120,with_mask,maksssksksss342,400,258,0,0.21375,0.4127906976744186,0.0675,0.10465116279069768
106,116,145,158,with_mask,maksssksksss342,400,258,0,0.31375,0.5310077519379846,0.0975,0.16279069767441862
152,48,162,60,with_mask,maksssksksss342,400,258,0,0.3925,0.20930232558139536,0.025,0.046511627906976744
160,56,173,70,with_mask,maksssksksss342,400,258,0,0.41625,0.2441860465116279,0.0325,0.05426356589147287
184,64,203,91,with_mask,maksssksksss342,400,258,0,0.48375,0.3003875968992248,0.0475,0.10465116279069768
213,47,226,66,with_mask,maksssksksss342,400,258,0,0.54875,0.2189922480620155,0.0325,0.07364341085271318
252,95,287,130,with_mask,maksssksksss342,400,258,0,0.67375,0.436046511627907,0.0875,0.13565891472868216
320,192,385,255,with_mask,maksssksksss342,400,258,0,0.88125,0.8662790697674418,0.1625,0.2441860465116279
297,62,320,85,with_mask,maksssksksss342,400,258,0,0.77125,0.28488372093023256,0.0575,0.08914728682170543
19,46,40,69,with_mask,maksssksksss512,400,280,0,0.07375,0.20535714285714285,0.0525,0.08214285714285714
82,40,99,61,with_mask,maksssksksss512,400,280,0,0.22625,0.18035714285714285,0.0425,0.075
98,26,132,64,with_mask,maksssksksss512,400,280,0,0.2875,0.16071428571428573,0.085,0.1357142857142857
172,41,198,70,with_mask,maksssksksss512,400,280,0,0.4625,0.1982142857142857,0.065,0.10357142857142858
261,56,280,74,with_mask,maksssksksss512,400,280,0,0.67625,0.23214285714285715,0.0475,0.06428571428571428
285,47,316,81,with_mask,maksssksksss512,400,280,0,0.75125,0.22857142857142856,0.0775,0.12142857142857143
384,38,400,64,with_mask,maksssksksss512,400,280,0,0.98,0.18214285714285713,0.04,0.09285714285714286
24,24,47,52,with_mask,maksssksksss36,400,225,0,0.08875,0.1688888888888889,0.0575,0.12444444444444444
111,38,127,56,with_mask,maksssksksss36,400,225,0,0.2975,0.2088888888888889,0.04,0.08
145,39,170,67,with_mask,maksssksksss36,400,225,0,0.39375,0.23555555555555555,0.0625,0.12444444444444444
195,22,216,46,with_mask,maksssksksss36,400,225,0,0.51375,0.1511111111111111,0.0525,0.10666666666666667
262,60,273,70,with_mask,maksssksksss36,400,225,0,0.66875,0.28888888888888886,0.0275,0.044444444444444446
311,53,319,62,with_mask,maksssksksss36,400,225,0,0.7875,0.25555555555555554,0.02,0.04
323,46,337,61,with_mask,maksssksksss36,400,225,0,0.825,0.23777777777777778,0.035,0.06666666666666667
336,31,354,49,with_mask,maksssksksss36,400,225,0,0.8625,0.17777777777777778,0.045,0.08
354,25,379,50,with_mask,maksssksksss36,400,225,0,0.91625,0.16666666666666666,0.0625,0.1111111111111111
81,92,167,190,without_mask,maksssksksss523,400,267,2,0.31,0.5280898876404494,0.215,0.36704119850187267
192,96,268,171,with_mask,maksssksksss523,400,267,0,0.575,0.5,0.19,0.2808988764044944
53,108,96,149,without_mask,maksssksksss244,400,262,2,0.18625,0.4904580152671756,0.1075,0.15648854961832062
171,70,225,130,with_mask,maksssksksss244,400,262,0,0.495,0.3816793893129771,0.135,0.22900763358778625
315,34,400,130,without_mask,maksssksksss244,400,262,2,0.89375,0.31297709923664124,0.2125,0.366412213740458
106,61,117,72,with_mask,maksssksksss577,400,267,0,0.27875,0.24906367041198502,0.0275,0.04119850187265917
137,67,152,80,without_mask,maksssksksss577,400,267,2,0.36125,0.2752808988764045,0.0375,0.04868913857677903
188,55,203,72,with_mask,maksssksksss577,400,267,0,0.48875,0.23782771535580524,0.0375,0.06367041198501873
237,70,256,88,with_mask,maksssksksss577,400,267,0,0.61625,0.2958801498127341,0.0475,0.06741573033707865
279,79,297,97,with_mask,maksssksksss577,400,267,0,0.72,0.3295880149812734,0.045,0.06741573033707865
323,69,348,92,with_mask,maksssksksss577,400,267,0,0.83875,0.301498127340824,0.0625,0.08614232209737828
384,62,400,92,with_mask,maksssksksss577,400,267,0,0.98,0.2883895131086142,0.04,0.11235955056179775
85,71,94,81,with_mask,maksssksksss577,400,267,0,0.22375,0.2846441947565543,0.0225,0.03745318352059925
74,64,83,75,with_mask,maksssksksss577,400,267,0,0.19625,0.2602996254681648,0.0225,0.04119850187265917
59,65,67,75,with_mask,maksssksksss577,400,267,0,0.1575,0.26217228464419473,0.02,0.03745318352059925
44,65,54,73,with_mask,maksssksksss577,400,267,0,0.1225,0.25842696629213485,0.025,0.0299625468164794
221,82,297,163,with_mask,maksssksksss191,400,301,0,0.6475,0.4069767441860465,0.19,0.2691029900332226
92,201,172,322,with_mask,maksssksksss531,301,400,0,0.43853820598006643,0.65375,0.26578073089701,0.3025
192,120,224,155,with_mask,maksssksksss439,400,267,0,0.52,0.5149812734082397,0.08,0.13108614232209737
287,110,319,157,with_mask,maksssksksss439,400,267,0,0.7575,0.5,0.08,0.1760299625468165
134,126,151,146,with_mask,maksssksksss439,400,267,0,0.35625,0.5093632958801498,0.0425,0.0749063670411985
171,132,187,148,with_mask,maksssksksss439,400,267,0,0.4475,0.5243445692883895,0.04,0.0599250936329588
54,18,141,108,with_mask,maksssksksss346,400,374,0,0.24375,0.16844919786096257,0.2175,0.24064171122994651
272,26,386,158,with_mask,maksssksksss346,400,374,0,0.8225,0.24598930481283424,0.285,0.35294117647058826
100,254,149,325,with_mask,maksssksksss346,400,374,0,0.31125,0.7740641711229946,0.1225,0.18983957219251338
246,251,349,354,with_mask,maksssksksss346,400,374,0,0.74375,0.8088235294117647,0.2575,0.27540106951871657
18,84,64,134,without_mask,maksssksksss327,400,279,2,0.1025,0.3906810035842294,0.115,0.17921146953405018
18,200,69,246,without_mask,maksssksksss327,400,279,2,0.10875,0.7992831541218638,0.1275,0.16487455197132617
112,46,149,73,without_mask,maksssksksss327,400,279,2,0.32625,0.2132616487455197,0.0925,0.0967741935483871
237,137,290,186,with_mask,maksssksksss327,400,279,0,0.65875,0.578853046594982,0.1325,0.17562724014336917
278,17,322,66,without_mask,maksssksksss327,400,279,2,0.75,0.14874551971326164,0.11,0.17562724014336917
342,98,385,140,without_mask,maksssksksss327,400,279,2,0.90875,0.4265232974910394,0.1075,0.15053763440860216
346,218,393,254,without_mask,maksssksksss327,400,279,2,0.92375,0.8458781362007168,0.1175,0.12903225806451613
76,236,149,349,without_mask,maksssksksss530,301,400,2,0.37375415282392027,0.73125,0.2425249169435216,0.2825
60,107,170,218,with_mask,maksssksksss505,267,400,0,0.4307116104868914,0.40625,0.41198501872659177,0.2775
107,158,197,287,with_mask,maksssksksss536,301,400,0,0.5049833887043189,0.55625,0.29900332225913623,0.3225
69,96,146,173,with_mask,maksssksksss508,400,240,0,0.26875,0.5604166666666667,0.1925,0.32083333333333336
196,38,254,103,with_mask,maksssksksss508,400,240,0,0.5625,0.29375,0.145,0.2708333333333333
253,90,319,164,with_mask,maksssksksss508,400,240,0,0.715,0.5291666666666667,0.165,0.30833333333333335
326,77,363,121,with_mask,maksssksksss508,400,240,0,0.86125,0.4125,0.0925,0.18333333333333332
76,203,181,330,with_mask,maksssksksss333,301,400,0,0.4269102990033223,0.66625,0.3488372093023256,0.3175
67,197,160,318,with_mask,maksssksksss341,301,400,0,0.3770764119601329,0.64375,0.3089700996677741,0.3025
109,134,206,253,with_mask,maksssksksss808,301,400,0,0.5232558139534884,0.48375,0.3222591362126246,0.2975
45,69,73,96,with_mask,maksssksksss475,400,267,0,0.1475,0.3089887640449438,0.07,0.10112359550561797
109,80,134,109,with_mask,maksssksksss475,400,267,0,0.30375,0.3539325842696629,0.0625,0.10861423220973783
164,64,198,100,with_mask,maksssksksss475,400,267,0,0.4525,0.30711610486891383,0.085,0.1348314606741573
243,96,267,127,with_mask,maksssksksss475,400,267,0,0.6375,0.41760299625468167,0.06,0.11610486891385768
303,84,339,130,without_mask,maksssksksss475,400,267,2,0.8025,0.40074906367041196,0.09,0.17228464419475656
350,67,372,105,with_mask,maksssksksss475,400,267,0,0.9025,0.32209737827715357,0.055,0.14232209737827714
98,1,150,58,with_mask,maksssksksss166,400,267,0,0.31,0.1104868913857678,0.13,0.21348314606741572
205,115,235,155,with_mask,maksssksksss166,400,267,0,0.55,0.5056179775280899,0.075,0.149812734082397
255,141,278,171,with_mask,maksssksksss166,400,267,0,0.66625,0.5842696629213483,0.0575,0.11235955056179775
303,180,325,207,with_mask,maksssksksss166,400,267,0,0.785,0.7247191011235955,0.055,0.10112359550561797
329,195,347,218,with_mask,maksssksksss166,400,267,0,0.845,0.7734082397003745,0.045,0.08614232209737828
351,204,372,226,with_mask,maksssksksss166,400,267,0,0.90375,0.8052434456928839,0.0525,0.08239700374531835
148,75,201,133,mask_weared_incorrect,maksssksksss9,267,400,1,0.653558052434457,0.26,0.19850187265917604,0.145
27,78,56,106,without_mask,maksssksksss9,267,400,2,0.15543071161048688,0.23,0.10861423220973783,0.07
93,183,194,295,without_mask,maksssksksss128,301,400,2,0.47674418604651164,0.5975,0.33554817275747506,0.28
151,115,172,135,with_mask,maksssksksss619,400,301,0,0.40375,0.4152823920265781,0.0525,0.0664451827242525
241,126,262,146,with_mask,maksssksksss619,400,301,0,0.62875,0.45182724252491696,0.0525,0.0664451827242525
305,125,317,139,without_mask,maksssksksss619,400,301,2,0.7775,0.43853820598006643,0.03,0.046511627906976744
79,48,97,69,with_mask,maksssksksss363,400,197,0,0.22,0.2969543147208122,0.045,0.1065989847715736
116,78,134,101,with_mask,maksssksksss363,400,197,0,0.3125,0.4543147208121827,0.045,0.116751269035533
161,79,179,96,with_mask,maksssksksss363,400,197,0,0.425,0.44416243654822335,0.045,0.08629441624365482
193,53,209,76,with_mask,maksssksksss363,400,197,0,0.5025,0.32741116751269034,0.04,0.116751269035533
327,24,361,64,with_mask,maksssksksss363,400,197,0,0.86,0.2233502538071066,0.085,0.20304568527918782
345,87,379,128,with_mask,maksssksksss363,400,197,0,0.905,0.5456852791878173,0.085,0.20812182741116753
90,123,224,277,with_mask,maksssksksss324,339,400,0,0.4631268436578171,0.5,0.3952802359882006,0.385
183,5,266,92,with_mask,maksssksksss823,400,210,0,0.56125,0.23095238095238096,0.2075,0.4142857142857143
341,114,381,164,with_mask,maksssksksss823,400,210,0,0.9025,0.6619047619047619,0.1,0.23809523809523808
353,86,379,147,with_mask,maksssksksss823,400,210,0,0.915,0.5547619047619048,0.065,0.2904761904761905
42,71,70,133,without_mask,maksssksksss823,400,210,2,0.14,0.4857142857142857,0.07,0.29523809523809524
175,89,196,120,with_mask,maksssksksss628,400,262,0,0.46375,0.3988549618320611,0.0525,0.1183206106870229
70,93,81,104,with_mask,maksssksksss628,400,262,0,0.18875,0.37595419847328243,0.0275,0.04198473282442748
111,106,146,164,with_mask,maksssksksss586,400,267,0,0.32125,0.5056179775280899,0.0875,0.21722846441947566
194,115,224,164,with_mask,maksssksksss586,400,267,0,0.5225,0.5224719101123596,0.075,0.18352059925093633
22,120,50,161,with_mask,maksssksksss586,400,267,0,0.09,0.5262172284644194,0.07,0.15355805243445692
65,87,106,134,with_mask,maksssksksss40,400,267,0,0.21375,0.41385767790262173,0.1025,0.1760299625468165
203,75,232,114,with_mask,maksssksksss40,400,267,0,0.54375,0.3539325842696629,0.0725,0.14606741573033707
258,77,297,123,with_mask,maksssksksss40,400,267,0,0.69375,0.37453183520599254,0.0975,0.17228464419475656
367,80,394,112,without_mask,maksssksksss40,400,267,2,0.95125,0.3595505617977528,0.0675,0.1198501872659176
44,143,53,156,with_mask,maksssksksss199,400,276,0,0.12125,0.5416666666666666,0.0225,0.04710144927536232
134,118,143,128,mask_weared_incorrect,maksssksksss199,400,276,1,0.34625,0.44565217391304346,0.0225,0.036231884057971016
210,101,220,116,with_mask,maksssksksss199,400,276,0,0.5375,0.39311594202898553,0.025,0.05434782608695652
271,127,281,140,with_mask,maksssksksss199,400,276,0,0.69,0.483695652173913,0.025,0.04710144927536232
320,113,333,127,with_mask,maksssksksss199,400,276,0,0.81625,0.43478260869565216,0.0325,0.050724637681159424
17,156,67,206,with_mask,maksssksksss441,400,266,0,0.105,0.6804511278195489,0.125,0.18796992481203006
102,120,159,183,with_mask,maksssksksss441,400,266,0,0.32625,0.5695488721804511,0.1425,0.23684210526315788
206,117,267,185,with_mask,maksssksksss441,400,266,0,0.59125,0.5676691729323309,0.1525,0.2556390977443609
101,174,209,299,without_mask,maksssksksss716,301,400,2,0.5149501661129569,0.59125,0.3588039867109635,0.3125
89,21,112,44,with_mask,maksssksksss153,400,268,0,0.25125,0.12126865671641791,0.0575,0.08582089552238806
289,21,311,44,without_mask,maksssksksss153,400,268,2,0.75,0.12126865671641791,0.055,0.08582089552238806
123,148,188,217,with_mask,maksssksksss389,400,300,0,0.38875,0.6083333333333333,0.1625,0.23
1,231,57,295,with_mask,maksssksksss389,400,300,0,0.0725,0.8766666666666667,0.14,0.21333333333333335
15,67,62,116,with_mask,maksssksksss389,400,300,0,0.09625,0.305,0.1175,0.16333333333333333
114,74,159,116,with_mask,maksssksksss389,400,300,0,0.34125,0.31666666666666665,0.1125,0.14
236,80,293,135,with_mask,maksssksksss389,400,300,0,0.66125,0.35833333333333334,0.1425,0.18333333333333332
191,30,233,78,with_mask,maksssksksss389,400,300,0,0.53,0.18,0.105,0.16
279,10,317,52,with_mask,maksssksksss389,400,300,0,0.745,0.10333333333333333,0.095,0.14
1,84,21,117,with_mask,maksssksksss389,400,300,0,0.0275,0.335,0.05,0.11
330,18,368,53,with_mask,maksssksksss389,400,300,0,0.8725,0.11833333333333333,0.095,0.11666666666666667
246,13,273,47,with_mask,maksssksksss389,400,300,0,0.64875,0.1,0.0675,0.11333333333333333
163,44,191,75,without_mask,maksssksksss389,400,300,2,0.4425,0.19833333333333333,0.07,0.10333333333333333
339,59,393,111,without_mask,maksssksksss389,400,300,2,0.915,0.2833333333333333,0.135,0.17333333333333334
7,53,27,75,with_mask,maksssksksss82,400,225,0,0.0425,0.28444444444444444,0.05,0.09777777777777778
57,67,79,89,with_mask,maksssksksss82,400,225,0,0.17,0.3466666666666667,0.055,0.09777777777777778
149,45,172,72,with_mask,maksssksksss82,400,225,0,0.40125,0.26,0.0575,0.12
192,36,215,65,with_mask,maksssksksss82,400,225,0,0.50875,0.22444444444444445,0.0575,0.1288888888888889
241,74,262,97,with_mask,maksssksksss82,400,225,0,0.62875,0.38,0.0525,0.10222222222222223
331,58,354,88,with_mask,maksssksksss82,400,225,0,0.85625,0.3244444444444444,0.0575,0.13333333333333333
65,179,137,263,with_mask,maksssksksss794,400,400,0,0.2525,0.5525,0.18,0.21
254,189,332,276,with_mask,maksssksksss794,400,400,0,0.7325,0.58125,0.195,0.2175
90,183,190,309,with_mask,maksssksksss383,301,400,0,0.46511627906976744,0.615,0.33222591362126247,0.315
101,203,205,347,with_mask,maksssksksss533,301,400,0,0.5083056478405316,0.6875,0.34551495016611294,0.36
72,31,94,51,with_mask,maksssksksss804,400,258,0,0.2075,0.15891472868217055,0.055,0.07751937984496124
107,91,125,108,with_mask,maksssksksss804,400,258,0,0.29,0.3856589147286822,0.045,0.06589147286821706
177,45,196,63,with_mask,maksssksksss804,400,258,0,0.46625,0.20930232558139536,0.0475,0.06976744186046512
357,43,374,60,with_mask,maksssksksss804,400,258,0,0.91375,0.1996124031007752,0.0425,0.06589147286821706
269,50,284,64,with_mask,maksssksksss804,400,258,0,0.69125,0.22093023255813954,0.0375,0.05426356589147287
237,46,251,58,with_mask,maksssksksss804,400,258,0,0.61,0.20155038759689922,0.035,0.046511627906976744
221,54,232,66,with_mask,maksssksksss804,400,258,0,0.56625,0.23255813953488372,0.0275,0.046511627906976744
26,45,37,55,with_mask,maksssksksss804,400,258,0,0.07875,0.1937984496124031,0.0275,0.03875968992248062
112,34,122,45,with_mask,maksssksksss804,400,258,0,0.2925,0.15310077519379844,0.025,0.04263565891472868
132,43,140,52,with_mask,maksssksksss804,400,258,0,0.34,0.18410852713178294,0.02,0.03488372093023256
152,45,160,53,with_mask,maksssksksss804,400,258,0,0.39,0.18992248062015504,0.02,0.031007751937984496
386,49,393,56,with_mask,maksssksksss804,400,258,0,0.97375,0.20348837209302326,0.0175,0.027131782945736434
134,86,192,148,with_mask,maksssksksss18,400,267,0,0.4075,0.43820224719101125,0.145,0.23220973782771537
299,159,354,217,with_mask,maksssksksss18,400,267,0,0.81625,0.704119850187266,0.1375,0.21722846441947566
66,99,209,235,with_mask,maksssksksss285,400,267,0,0.34375,0.6254681647940075,0.3575,0.5093632958801498
15,101,23,111,with_mask,maksssksksss89,400,217,0,0.0475,0.48847926267281105,0.02,0.04608294930875576
47,112,61,127,with_mask,maksssksksss89,400,217,0,0.135,0.5506912442396313,0.035,0.06912442396313365
62,102,85,128,with_mask,maksssksksss89,400,217,0,0.18375,0.5299539170506913,0.0575,0.11981566820276497
86,102,99,117,with_mask,maksssksksss89,400,217,0,0.23125,0.5046082949308756,0.0325,0.06912442396313365
117,136,141,159,with_mask,maksssksksss89,400,217,0,0.3225,0.6797235023041475,0.06,0.10599078341013825
17,89,22,94,with_mask,maksssksksss89,400,217,0,0.04875,0.4216589861751152,0.0125,0.02304147465437788
35,88,41,94,with_mask,maksssksksss89,400,217,0,0.095,0.41935483870967744,0.015,0.027649769585253458
43,89,52,97,with_mask,maksssksksss89,400,217,0,0.11875,0.42857142857142855,0.0225,0.03686635944700461
53,89,60,96,with_mask,maksssksksss89,400,217,0,0.14125,0.42626728110599077,0.0175,0.03225806451612903
114,89,124,100,with_mask,maksssksksss89,400,217,0,0.2975,0.43548387096774194,0.025,0.05069124423963134
125,95,132,102,with_mask,maksssksksss89,400,217,0,0.32125,0.4539170506912442,0.0175,0.03225806451612903
129,107,140,116,with_mask,maksssksksss89,400,217,0,0.33625,0.5138248847926268,0.0275,0.041474654377880185
141,86,147,93,with_mask,maksssksksss89,400,217,0,0.36,0.41244239631336405,0.015,0.03225806451612903
172,99,183,108,with_mask,maksssksksss89,400,217,0,0.44375,0.4769585253456221,0.0275,0.041474654377880185
163,135,175,146,with_mask,maksssksksss89,400,217,0,0.4225,0.6474654377880185,0.03,0.05069124423963134
195,95,203,108,with_mask,maksssksksss89,400,217,0,0.4975,0.46774193548387094,0.02,0.059907834101382486
209,102,222,116,with_mask,maksssksksss89,400,217,0,0.53875,0.5023041474654378,0.0325,0.06451612903225806
202,121,219,150,with_mask,maksssksksss89,400,217,0,0.52625,0.6244239631336406,0.0425,0.1336405529953917
183,78,190,86,with_mask,maksssksksss89,400,217,0,0.46625,0.3778801843317972,0.0175,0.03686635944700461
165,79,174,87,with_mask,maksssksksss89,400,217,0,0.42375,0.3824884792626728,0.0225,0.03686635944700461
249,103,266,117,with_mask,maksssksksss89,400,217,0,0.64375,0.5069124423963134,0.0425,0.06451612903225806
227,91,236,99,with_mask,maksssksksss89,400,217,0,0.57875,0.4377880184331797,0.0225,0.03686635944700461
269,77,275,84,with_mask,maksssksksss89,400,217,0,0.68,0.3709677419354839,0.015,0.03225806451612903
264,69,270,75,with_mask,maksssksksss89,400,217,0,0.6675,0.3317972350230415,0.015,0.027649769585253458
286,124,338,178,with_mask,maksssksksss89,400,217,0,0.78,0.695852534562212,0.13,0.2488479262672811
377,81,393,101,with_mask,maksssksksss89,400,217,0,0.9625,0.41935483870967744,0.04,0.09216589861751152
345,93,355,104,with_mask,maksssksksss89,400,217,0,0.875,0.4539170506912442,0.025,0.05069124423963134
27,126,34,134,with_mask,maksssksksss89,400,217,0,0.07625,0.5990783410138248,0.0175,0.03686635944700461
23,87,29,93,with_mask,maksssksksss89,400,217,0,0.065,0.4147465437788018,0.015,0.027649769585253458
50,56,64,71,with_mask,maksssksksss237,400,267,0,0.1425,0.23782771535580524,0.035,0.056179775280898875
191,37,232,83,with_mask,maksssksksss237,400,267,0,0.52875,0.2247191011235955,0.1025,0.17228464419475656
24,67,47,91,with_mask,maksssksksss115,400,267,0,0.08875,0.2958801498127341,0.0575,0.0898876404494382
79,91,103,112,with_mask,maksssksksss115,400,267,0,0.2275,0.3801498127340824,0.06,0.07865168539325842
109,80,128,101,with_mask,maksssksksss115,400,267,0,0.29625,0.3389513108614232,0.0475,0.07865168539325842
137,88,159,110,with_mask,maksssksksss115,400,267,0,0.37,0.3707865168539326,0.055,0.08239700374531835
179,107,205,134,with_mask,maksssksksss115,400,267,0,0.48,0.45131086142322097,0.065,0.10112359550561797
254,105,278,128,with_mask,maksssksksss115,400,267,0,0.665,0.4363295880149813,0.06,0.08614232209737828
221,78,244,100,with_mask,maksssksksss115,400,267,0,0.58125,0.3333333333333333,0.0575,0.08239700374531835
172,86,183,107,with_mask,maksssksksss115,400,267,0,0.44375,0.36142322097378277,0.0275,0.07865168539325842
